cversion,featured,guests,ident,ip,location,map,maxplayers,modlist,modstotal,modstotalsize,official,owner,partner,password,players,playerslist,port,sdesc,sname,tags,version
2.7.0,False,True,CmqoQ,104.243.35.157,US,/levels/smr_trackpack_four/info.json,10,/lexichod;/smr_trackpack_four_deploy_251111-c402bed7;/Skin_Badnews_Wbody;/A-1_DERBY_CARS_V71-d853bb46;/Mental Motors V1.35-19d37ca2 (1);/miniMania;/natec4;/realistic_derby_project (1);/InfectionGameMode;/lsp_7.6;/Tyler253;/jacobsof;/bdts_series_v5.0;/guileswbody;,14,7688777293,False,812derby#0,False,False,1,812Derby00;,27273,Horizon Hosting BeamMP Server,Badnews promo,Freeroam,3.9.0
2.7.0,False,True,M0NbN,104.243.35.157,US,/levels/west_coast_usa/info.json,5,/IYB_BSeries_V21;/efc_us_semi_drive_exp;/DEP_lite (1);/bella_semipack;/Cummins;/covet_tdi;/itsyourboi_snow;,7,1249347795,False,nasafreddy1382#0,False,False,0,,27108,Horizon Networks BeamMP Server,nasafreddy,Freeroam,3.9.0
2.7.0,False,True,qjMNE,104.243.35.157,US,levels/west_coast_usa/info.json,10,/coremod_KLJP;/RoyalRenderings_2020_silverado_v1.2;/RoyalRenderings_F450_v1.2;/RoyalRenderings_C10_v1.1;/mnp_duramax;/RoyalRenderings_Durango_vBETA1.2;/06 accord m7 x cbg revamp_modland;/RoyalRenderings_Maybach_v1.0;/widewheelpack_modland;/slamhardbrutalstancepackFaction54;/dragpartswheelsnitrous;/corolla_e180;/rs6c6_13_modland;/iyb_fpvdrone;/BBCWHEELS;/Nissan Altima 2023 - 2024;/HOLDEN_VK_CEMBLO_v1.0;/D-Troxx_Wheel_Pack;/RoyalRenderings_M8_v1.0;/bmwe36_revamp_adamplg;/RoyalRenderings_M4_2020_v1.1;/ekhg35hotfix;/jbx100;/RoyalRenderings_2023_Superduty_F350-450_vBETA;/2024_Gmc_Sierra_2500_JW_Designs;/estE46_modland;/Lexus_SC300_modland;/C63_MODDED_By_ARMORED_LAB_modland;/mk7gti_modland;/cessnisSparks;/widewabol;/Toyota_Altezza;/PontiacGTO;/Infiniti_G35_modland;/CamberGang Altima v2_modland;/F150 SUPERCAB 2018;/98_LS400;/ekhv36v3;/ford f350 2016;/RoyalRenderings_2022_Charger_v1.2;/ekhg37coupev1;/mercedes-amg-e-63-s-W213  2.3;/Holden_VN_Commadore;/configpack_KLJP;/RoyalRenderings_F87_M2_v1.1;/Chevrolet_Corvette_C6_TW_modland;/keber_tunerpack;/CapriceClassic WheelWizzard;/starsg37_modland;/stance_stickers;/RoyalRenderings_77_Firebird_TransAm;/subarban  91 pack;/BPPerformanceParts;/bluemotion_g22_23_82_83;/M3-g80-g81_modland;/GMC SIERRA 1990;/Cummins;/BPstancewheelpack_modland;/lexussoarer_modland;/rla_delsol_v1.7;/Audi_100;/RoyalRenderings_G80_M3_v1.1;/VtecEnginesWithSound_KingTurkeySub;/brdracing_wheelpack_V1_modland;/mercedes benz c126;/RLA_EG6_v1.8;/Audi_RS6_BlueMotion_V1.1;/Pontiac G8 + Zeta Platform By TRYX;/RoyalRenderings_G82_M4_v1.5;/RoyalRenderings_2022Challenger_v1.0;/Infiniti_G37_modland;/SGRSimpleDragTimers;/F150_WW;/LS400_Parts_Pack;/mercedes-benz-e-class-w210_modland;/CJD_Specials;/BPwheelpack_modland;/CamberGang Accord cd5 V2_modland;/GMC Canyon WW;/cl65kenemationV5;/more_backfire_sounds;/RLA_180sx_v1.7;/BMWG60_G90_BLUEMOTIONRENDER;/RoyalRenderings_Glass_Fix_v1.0;/bluemotion_g60_beta;/VTEC_Collection;/SPRW_DropNStance_Covet;,87,17171279686,False,broombroom69#0,False,False,0,,27095,yeah,yeup,Freeroam,3.9.0
2.7.0,False,True,35m99,104.243.35.157,US,levels/west_coast_usa/info.json,5,,0,0,False,rommel7252#0,False,False,0,,27298,Poopoo long nosed people,KroNawga,Freeroam,3.9.0
2.7.0,False,True,Onjah,104.243.35.157,US,/levels/west_coast_usa/info.json,5,/outlaw;/dragpartswheelsnitrous;/musta;/meossandtires;/irp;/must;/enhanceddriver;/proj;/rls_RaceTab_Release (1);/Miata;/Supra;/Turbo_Everything_rk;/gamers_ultimate_pickup_parts;/A90;/thw_ccf2;/fr17;/f150;/DragWheelTirePackRR;/meosfunnycarengines;/WheelPack;/ETK_HMT_Performance;/highly_customizable_engines_rk;/charger;/D18;/efc_us_semi_drive_exp (1);/SGRSimpleDragTimers;/classic_engine_expansion_pack;/cbrealistic_pack_v10;/meostwinturbo454v8;/CJD_Specials;/engine_pack;/audi-tt-2015-2019;/wheelpac;/innocent_gavril_vertex;,34,7514285330,False,eyer04561#0,False,False,0,,27595,Horizon Hosting BeamMP Server,Ikallmeyer,Freeroam,3.9.0
2.7.0,False,True,TKoUT,104.243.35.157,US,levels/sportsland_yamanashi_JU/info.json,40,/fsl_sunburst_pub;/coremod_KLJP;/ttb_rimpack;/TLDC MotD-6d7e47b8;/2gtzreworkr14 (1);/Japan Cat Alexia Kits;/ttb_rimpack_2pc;/ttb_wheel_apex_vs5;/brdracing_wheelpack_v1;/BMTTLDCPARTPACKNOTFORREDISTRIBUTIONv3;/coinzyn;/VipIbishu_FD;/nihilist_sunburst2_pro;/ibishu_diadem;/nihilist_diadem_pro;/Japan Cat Spirit Rei Odyvia;/sunburstbolideswap;/coinfignewton;/docroswagge_cs200_platform;/Missile Onibi LHAB667;/ttb_wheel_rays_volk_te37_gravel_II;/Kits_for_Miramar_lc700;/podrull_fix;/enhanceddriver;/proj;/miramar_v8_pack-ba90827f;/1jz_bx_sw;/FDRP26-1;/ss_tuner_app;/pessima_bodykit;/ttb_wheel_bridgestone_potenza_super_rap_evo;/Kaido_Racer_zenith_lc700;/(NS) Non4ik Suspention;/Turbo_Everything_rk;/EFR HGKk;/tbd_ballast;/lgn_packv3;/BD SWAP RUBY;/xereq322;/0TLDCWESTCOAST;/startinglight_gm;/WK_Wheel_Pack;/ttb_vanilla_tires_expansion;/Japan Cat Pessima JCC Kits Free;/etki_wide_keber;/vipIbishu;/HRL UI;/D-Troxx Fixed;/configpack_KLJP;/bloodtldc;/foxakemi;/wanganwheelsboxlc700;/Pessima Rwd Cut  Fixed;/PDP_DEMO;/Japan Cat Alexia;/Kits Alexia by streetflams31;/WSCX_TTB_RimPack #1 - 2;/javi_bx_engine_remake;/i6diana;/orbitalspace_rimpack_v1.3;/bastion_coupe;/tldc_pubpack;/gc_bx_extra_stuff;/kljpalexiafront;/star_bx_lights;/2K-Momiji;/nihilist_etk800_pro;/ax53_pessima;/(PSN) livr's and sticker's;/Danny Twisted Tea TLDC;/skinpackv2;/SAIKOD;/jbx100TLDC;/fantic2000_skins_tldcv2;/TMRKick Kit;/HRL ETK-K hunter;/custom_n2o_bottles;/god6sixzillaskinpack;/sw_reds;/ttb_wheel_lmgt2;/bastionxq;/BeamXForza_SoundsConfigs;/enhanced_chase_camera;/saga_KLJP;/bastion_hemi_engine;/styledriven;/highy_customizable_transmissions;/ttperformance;/Drift Queens ETK FIXED;/BeamMP-ShoutcastCamera-main;/swrvebodyswaps;/tldcmiramar;/FattyKaioken;/bxpartspack;/sportsland_yamanashi_JU;/Drift Gear EverythingV2;/tldc0310;/enhancedtuning;,98,6570502956,False,13admantru#0,False,False,1,So_Chilla;,27164,https://discord.gg/hfEYWqNjPk,^l^8[^n^8T^8L^8D^8C] ^l^n^o^fDrift Server,"Freeroam, Modded, Drift, Touge, Events",3.9.0
2.7.0,False,True,cNZSV,104.243.35.157,US,/levels/east_coast_usa/info.json,10,,0,0,False,darkeddd#0,False,False,1,Sroniix;,27302,Horizon Hosting BeamMP Server,The Tipsy Tavern,Freeroam,3.9.0
2.7.0,False,True,auNzN,104.243.35.157,US,/levels/willow_springs_JU/info.json,10,/LuuksDraftingMod;/enhanceddriver;/WillowSprings_JU_&_TG8484;/quills_shitty_roadcourse_indycar;/nate_z__cuckoo_tope;/opinion_snubber_atlas_xi73_coyote_road_course;/camso_rigidification;/enhanced_chase_camera;,8,756730608,False,pinionsnubber#0,False,False,0,,27053,Horizon Networks BeamMP Server,Lemon MP,Freeroam,3.9.0
2.7.0,False,True,FXyNH,199.127.61.187,US,/levels/west_coast_usa/info.json,25,/aurorautilities_v0.32.7;/tracks;/auroraracingskinpack_v1.24;/Street_Stock;/Drafting;/CEI.AR;/auroraracingessentials_v2.4;/deedopdirtcars;,8,324505879,False,dachad01#0,False,False,0,,30935,We are a dedicated community specifically for racing in BeamMP.^p We want to regularly hold events and host races! For future events join the discord ^p ^1https://discord.gg/rjFQAP4JgM,^f Aurora Racing ^0/ ^f Server #8 ^0/ ^fWest Coast USA,Freeroam,3.9.0
2.7.0,False,True,M0NbN,199.127.61.187,US,/levels/Gheo_Oulton_Park/info.json,40,/bolide_procar;/TPUFormulaBee;/BAJA75 helicoptercam;/tyre-thermals-and-wear;/TPUMicroClassic;/Display;/Baja75 Bell407;/TPUBlackpoolSuperlite;/bolideliveries_goose;/enhanceddriver;/SimpleTacho;/f4liveries_goose;/Gheo_Oulton_ParkV120825;/Cbr_PhysicsDriverCamera_V0R7B;/f42025;/CEI;/shiftdigitaltacho;/CobaltRadar;/BAJA75 Bell407E;/TPURacetechParts;/f4liveries_TX_Turk;/etkirad;/enhanced_chase_camera;/BJI;/f4liveries;/picco_livery_haddock;/Tom's Bruckell Nine Rock Crawler Addon;/YDeltagon_Tacho;/tracks_wings;/BolideRaceTech;/Bolide_GT3_Parts;/TPUFJunior;/BAJA75 Geiser Livery Pack;/pigniteon_etk_racing;/dsx;/scintillaliveries_goose;/R22;/f4_lucasbe;/BAJA75 Apache Livery Pack;/fakeheadlights;,40,883798789,False,leshii413#0,False,False,0,,30986,"GT3/GT4, Formula 1-4, Various other road racing events.",^l^fBaja75 Road Server #2,Freeroam,3.9.0
2.7.0,False,True,Juwiv,104.243.35.157,US,/levels/ks_nord/info.json,6,/newliya;/Undesireables;/tweaked mr2s[1.4]_modland;/ks_nord_v20231124_v2;,4,567590727,False,deepfreeze1767#0,False,False,0,,27591,All driving styles welcome,Driving is fun,Freeroam,3.9.0
2.7.0,False,True,o6mw7,104.243.35.157,US,/levels/utahextra/info.json,10,/LXR_C7_V1.8;/UtahExtraDS;/DragWheelTirePackRR_modland;/ford-mustang-50-gt-2011;/Lexus_LS430_Toyota_Celsior_V2;/RyLNAS;/Audi_Q5_modland;/DWimpala;/J35D-gripen;/Dodge_Durango_SRT;/RyLCat;/subaru_wrxsti-c763c51c;/cam_designs 08 mustangs0.001;/cktodbox_eveningmorning-8e57cc8f;/c1_forums_modland;/f150icybeefy;/Chevrolet El Camino SS;/Nissan Silvia S14-a1573773;/Nix_Wheels_Pack_Elite;/R34;/DW_C6_V3_modland;/bmwe36_revamp_adamplg_flith;/BDR_WheelTire_3_1_24;/D-Troxx_Wheel_Pack_modland;/escaladekenemationV3;/WSCX_OBS Silverado ;/KIA Stinger;/BPwheelpack;/Ford_Explorer;/Dodge Challenger x Suff;/slpCTS_V_Untrusted;/Trailboss;/DWnissan370z;/5th gen camaro;/StylishWheelpackpub2.1;/LexusLX470_2007_10_Orbit;/Honda_S2000;/BruckellR10WIPEarlyRelease;/Nix_Chevrolet_K-Series;/B25Mitchell_ModLandNet;/Cadillac CTS-V x Suff;/RyLFox1.01;/Ford_Focus_SVT;/cdc_wheelpack_2.1.1;/hacc_smgt5-2e1154e0;/ToyotaMark290New-5b4da2a4;/RyLCobra1.3;/MSUD_ESP_modland;/Nix_Dodge_Dakota;/starsg37;/flanje_infiniti_q50;/DWwheelsV3;/Civic EM1 SiR x Suff;/cfrs3d;/Flanje_Taurus;/Turbo_Everything_rk;/Jeep Grand Cherokee JZ;/slpGTO;/orbitalspace_rimpack_v1.1;/RKzzNissan350ZV1;/Dodge Charger x Suff;/BMW_M3F80;/3rdgen_modland;/Audi R8 x Suff;/335i_E92_FIX;/BMW 7-Series G12-de8bf8c5;/Lamborghini Aventador SJV New;/RyLGTO;/ctshotfix1tint;/Dodge_TRX_Truck;/fordcrownvictoria;/Nix_Chevrolet_S10;/RyLStangREVAMP;/Lexus_LFA_revamped_F;/Dodge Viper 1996;/Honda CR-X del Sol x Suff;/SupraJZA70MKIIIver1.0;/JSD_donkwheelpack_V1;/V1zx Private C5;/Toyota_Supra_A90_HazSupra_EXTENDED_Edition__modland;/cdc_c10;/DWmegawheelpack;/Ford_Engine_Pack_JITTERUSA;/G30_Domestic___40_LEAK_MEANS_PAID_UPDATES___41_;/ford-mustang-hardtop-1966_modland;/Pontiac G8;/agenty_global_values_tuning;/bnhfvq;/C63 MODDED By ARMORED LAB;/band1t_county_modland;/Toyota_Celica_GT-Four_WRC-bd73cdfd;/hnbgtx;/e39kenemationV14;/JSD_donkwheelpack_V2_beta;/Flanje_NMG_Dodge_Charger_2006;/GMC Sierra 2500HD x Suff;/Honda Integra Type R x Suff;/Porsche 911 992 TwiXeR;/Chrysler 300C_J;/Hellraiser_RB25DET;/Nix_Tires_Pack_Elite;/Mercedes-Benz CLS Class C218 Restyling-9bd4bf29;/mh5mtu;/Chevrolet Caprice '91 x Suff;/42ftgooseneck_modland;/g81-2e08494d;/Audi RS5 S5 8T x Suff;/icecream_wheels_v1.1;/chevelle;/DEP_lite;/gtr_r35_v1.3 1;/s550pewpiw;/enhanced_chase_camera;/1995subub_modland;/RyLTA;/fr_rl_wheels1;/classic_engine_expansion_pack;/BMW_M5_F90 1.1;/innocent_TriX_lizt_smod_Bugatti_Chiron-949cd3d1;/RoadRunner_modland;/McLaren620R-50a929a9;/RyLRuby2.0;/Nix_Parts_Pack_Elite;/Lamborghini Revuelto-a305aad1;/Mercedes SL 65 AMG Black Series_Gabry4Au-7f88b061;/VW Jetta b7 v2;/estjza80;/RyLMullet;/general_motors_pack;/vwgolfmk4_bora_1J_turbodiesel;/ali_kdrd_camry;/JSD_Stink_Wheelpack_modland;/BMW_E30_1985-328db408;/StreetLegalSS_sedanV1;/hjr551;/MD Series Parts Pack_modland;,136,32093230204,False,zazaaaaaa3451#0,False,False,0,,27613,lewis is a ###,lewis is a ###,Freeroam,3.9.0
2.7.0,False,True,qjMNE,104.243.35.157,US,/levels/west_coast_usa/info.json,15,/pessima_low_cost;/dwoofordcommon;/gc_simple_weight_distribution;/Mercedes_Benz_W223_2022_TwiXeR;/2FastRacing-RaceTrailer;/SN95neybcV2_Overhaul_Build_v1.2_2023_by_Fastline;/Dodge_Viper;/tylers_ram;/10-SpeedAdjustableModernAuto;/dseries_pulling_v1;/outlaw;/bmw_M3_e92_rework_ringt0n_Hotfix;/lx570;/road_trip;/fp_trackmaster_0.7.2;/dwoo_lift;/Nissan_R35_inf_Dynamic_Release_v29_2025_by_NeoBeam_modland;/Peugeot_Pars_405_modland;/johnson_baja;/mnp_duramax;/Drizzys_Vivace_Parts_Pack;/WSCX_PDM 1969 Fire Bird;/rc_parts_packv5.5;/SiR_VariableTires;/Drag Trans;/vtec;/TalladegaV2;/rc_chevy_squarebodyV1.5;/Porsche_911_992_modland;/2024_mustang_v1.2;/dodge_ram_2ndgen;/wlkmanist_private_wheels;/12_Chevrolet_Silverado;/dragpartswheelsnitrous;/2xclusive Mcgaugys IFS;/creeds20f150;/MaximaA33;/HArrows_F150;/nine_vtwin;/FWDDragPack;/DodgeCharger2016-2024;/questionable_engine_swap_megapack;/fp_trailer_pack_0.8.5;/nissaner34upd_v1;/AMercedes-Benz_SLR_McLaren_LuxuryT;/DW_C6;/nix_chevy_k_series;/Dodge_Viper_Update;/BRP_Can_Am_Maverick_x3_Turbo_RR_Advanced_Release_v29_2024_by_BeamFixer_modland;/f90bbnV1.1;/rc_ram_5thgen_v4.15;/Corevette_C7;/PGP Engine Pack ;/Caney_Ridge_16k;/Ford F-150 Raptor;/Pr_Ferrari_812_Competizione;/2Xclusive_BDS;/efc_us_semi_drive_exp;/yb_sand_mud_tires;/Rear_Turbos_Burnside;/meossandtires;/pdmmonti_modland;/17highcountryhd;/realwheelspack;/Drizzy_PMF_Lift;/Porsche_Macan_EV_NotJDsMods_modland;/tylers_mods_silverado;/PDM 3rd Gen Camaro;/f10bbn;/nix_trail_raider;/winter_west_coast_usa;/cl65kenemationV4_modland;/DrizzyMDDragEngine;/14_Toyota_Supra_RLA_modland;/nix_parts_pack_elite;/arpxsmartidle;/Porsche_911_997_NotJDsMods_modland;/RAM_-_Chief_Bromden_Modlandnet_modland;/upp;/md_series_18_turbos;/barstow_overcharged;/tunable_exhausts;/Roamer_Big1;/rc_wrangler_v2.0;/dwoo 24 f150;/Ryl_Toyota Supra A90;/pdmsn95promod;/ToyotaHiluxV2.01;/creedscommonpartspack;/PSTN_Dodge_ram_3500;/Porsche_Carrera_GT_NotJDsMods_modland;/Ford_Explorer_NotJDsMods;/fp_tseries_pack_0.9.2.1;/nix_wheel_pack_elite;/Cayman_18;/additional_modification_extra_slots;/SpinMods;/CDC_Wheelpack;/fp_md_series_pack_0.7.6;/93notchv3;/s13_beta_3.0;/DSC_Flea_Jan17;/F150;/Groomie_GMT900V0.1;/pigeon_big1;/EnhancedECU;/md_pack_fbs;/semi_pulling_v1;/nine_bastion_swap;/gamers_ultimate_pickup_parts;/rls_Racetab_Release;/AUDI_A4_B9;/beefs_exhaust_pack;/rc_obs_ford;/2xclusive RearLeafKit;/TT_Diesel;/rc_ford_pack_v3.1;/6x6_dseries;/Golf_MK7;/SkylineR32_modland;/6.2.5.9;/xcg_3rdgen_rampack;/1Redline_Modifications_Challenger_modland;/18highcountry;/Ford-bronco-4-door-wildtrak-2021_modland;/2007_chevy_cateye_2500;/Drizzys_7_3_Powerstroke_Loud;/xcg_alumiduty_4g_fseries_v2;/agent_traffic_mod;/beefysmegawheelpack;/pdmkraken;/johnson_campervan;/bella_semipack;/wscxpe_g20_v1.1;/pigeonexpansion;/Drizzys_MD_Series_Parts_Pack;/DSC_Dolly_Trailer;/beefy south duck rg;/beamregenerator;/pdmsnnn;/e39;/2xclusive_alumiduty_series_beta;/rc_ram_5thgen_v3;/creed16_18_silverado_1500;/universal_air_suspension;/fullsize_rear_turbos;/pdmelco;/D300S_Hub_Dyno_Dec18;/gravil_semi_pack;/nix_83_ranger_sas;/Ram_5th_goldmod_modland;/meoslugconverter;/Ford Mustang 1967;/Dodge_Ram_2024_NotJDsMods;/Toyota_Land_Cruiser_FJ45;/DragWheelTirePackRR;/peaches_windowtint;/nix_97_dakota;/nix_rock_bouncer;/DrizzysDumpTruckPartsPack;/DOttn_CivicEG_V2_release;/RoyalRenderings_RZR_Pro-R_V1.0;/2023denali_hd;/agent_traffic_addon_stockgroups;/fullsize_semi;/Groomie17x9DuallyGrapps;/ETK_HMT_Performance;/fuel_control_panel_jtf;/covet_tdi;/nix_84_s10;/BJI;/pdmc3;/1765916437089-volkswagen-arteon-1.1;/Drizzy_4_Link_Stryker;/highly_customizable_engines_rk;/JSD_donkwheelpack_V1_Ultimate_Patch_v27_2023_by_ProDrive_modland;/Porsche_918_NotJDsMods_modland;/Porsche_911_992_TwiXeR;/pdm240z;/s550;/NA4-CylinderMuscleCar;/icy2021kingranch;/TCC-LockupSwitch-v10;/Cummins_Engine_pack;/Ford Mustang S550;/Drizzys_Sunburst_Parts_Pack;/Land Rover Range Rover III;/pdmc3_modland;/nar_offroadwheels;/DSC_AWD_Dyno_Feb19;/JK_commons;/nix_tire_pack_elite;/pdm_whiterice_modland;/pdm whiterice;/Drizzys_RK_Tweak_V7;/highy_customizable_transmissions;/independentrearsuspensions;/nix_Jeep_brute;/CamberGang_Corolla_E140_v1_modland;/largedseriesexhausttips;/DodgeRam_modland;/2Xclusive AnyLevel;/meosdragster_modland;/pushbaraddon807_v118;/Baja_Swapped_Piccolina;/pdmrx7;/us_semi_big1;/2xclusive FTS;/enginethermalinfo;/GroomiesFirstGenRamV4.1;/pdmsn95;/2015-2019 gmc pack;/2xclusive_nbs_steelbodyford_V2BETA;/CDC_V-Nose_Cargo_Trailer;/Ararat_city_1.3;/GroomiesBiggerRearAxle;/Audi RS6 Confused;,217,41970176376,False,drizzy04#0,False,False,0,,27419,Join The Discord For Updates And Suggestions. https://discord.gg/AHfSEybCV4,^b^lPREMIER ^eBeamMP ^b| ^e2 Car Limit ^b| ^eReal Cars And Trucks ^b| ^eBest Truck Mods ^b| ^e Join Discord To Be Whitelisted!,Freeroam,3.9.0
2.7.0,False,True,FXyNH,104.243.35.157,US,/levels/compton_atlantic/info.json,15,/KranzeCerberus;/part;/drop5_quietplates;/jj_300parts;/slpCTS_V_v2;/bdot_maroparts;/Wheel r34gtr;/twin_cat_parts;/twin_e39_parts;/WSCX_GMC Sierra(1);/DSC_Floor_Jack;/sn95player_legs;/RyLCat;/altezza_is300;/slpWetPack1;/EKLgtoV.2;/twin_v2_parts;/RyLTA_2;/f150icybeefy;/DSC_2_Post_Lift_April21;/Aries_Trackhawk_modland;/aries_camaro_JSD;/m3_e46_fix;/milo_snvertparts_1 (1);/w204_fix_by_hxmxnn;/bmwe36_revamp_adamplg;/cv_signalmaster_mod;/R4CER_Iphone_Charger;/Lexus SC300;/ekhg35hotfix;/Wheel_Pack;/GlassFIX;/toyotaaristo_modland;/jbx100;/donowheels;/CatfishBlownDiff;/dollytrailer;/StylishWheelpackpub2.0;/starsg37;/WSCX_BMW M3 G80;/texasvanityplates;/2024 Ford Mustang 1.0;/peaches_foxbody_hatch_modland;/twin_fbody_parts;/UKD_PLATE_PACK_V1;/22crzy_addons_v1_modland;/Kosei;/compton_atlantic;/Turbo_Everything_rk;/DSC_4_Post_Lift;/sn95;/fordcrownvictoria;/ekhg37coupev1;/cadetstrailblazerpack;/bdot_sn95parts;/twin_e39_parts_2;/Single_Wheel;/Reas_mustang;/WSCX_Chevrolet Corvette;/dub_ballers_2;/CustomTRX;/train;/JSD_donkwheelpack_V1;/s550 engine sound test_modland;/Bippin_vq 323i;/WSCX_dw plates;/sn95guyout_seat;/georgiaplatepack;/tire;/RyLStang2.2;/bucket_cobra;/sn95bothdummys_seats_r;/f;/agenty_global_values_tuning;/car_cover;/CHALLENGER MODDED By ARMORED LAB;/vecbt_blaadimirr;/florida_plates;/stang99_04_jsd_infinty;/mjvbacklight;/lookahead;/DWSideshowLicensePlates (1);/DSC_D300S_Hub_Dyno_Dec6;/wheelpackk;/chrome_forgis;/LOwheelsbyLOProductions;/PilotE36;/BMWE34_mat_V25;/twin_newedge_parts;/wide_wheels_pack_ringt0n;/nissan-370zkanyazavr;/DragWheelTirePackRR;/sn95guy_seats;/bigrimpack;/sn95white_fenders;/RyLGTO_1;/bmw_5-series_e60_stef_pedro;/twinls400;/WSCX_Cadillac CTS;/sn95guyonboot_seat;/twin_v2_sticker;/350Nisananas_modland;/domesticwheels_V3_modland;/HighBeam9000_Fire;/parklights028;/enhanced_chase_camera;/cv_chp_lightpack;/Freememes;/DEP_ext;/meostwinturbo454v8;/CJD_Specials;/feese_parts;/DSC_AWD_Dyno_Feb19;/unicycle_weapons;/nissan_skyline_r33;/350zstocks;/sn95guyarm_seat;/CaliforniaLicensePlatePack_MrAngry;/bmw_3er_e90fix_modland (1);/$RKF2B64;/twin_chally_parts;/JSD_Chrysler_300C_V2;/sn95white_trunk;/WSCX_dw wheelpack;/tyrewearandthermalsv3;/BMW 5-Series [E39];/twin_s550_parts;/StreetLegalSS_sedanV1;/WSCX_C6 Corvette TEXTURE;,129,18446170404,False,.brev#0,False,False,0,,27297,Join discord.gg/akudFzQSUC to Donate!/Private Server/Exclusive VIP Benefits/Sideshows/Takeovers/Drifting/Events/Cop RP,🚘💨^l^bSideShowCity ^bVIP🚘💨 | Takeovers | Sideshows | Stance | Drifting | Active Cop RP👮 | Join discord.gg/discord.gg/akudFzQSUC,Freeroam,3.9.0
2.7.0,False,True,QUUDX,199.127.61.187,US,/levels/east_coast_usa/info.json,10,/BeamPaint;/TrebEnterprises Skin Pack - 0527;/treb_base;,3,1864177,False,trebor8820#0,False,False,0,,30818,"Features BeamPaint, BeamMP Server v3.9.0, Hosted on PedalHost | Moderation via Discord https://discord.gg/MFa8WaeVBv",^l^eTreb^r^1Server ^r^f| ^fEast Coast USA ^r^f| ^cModeration ^r^f| ^r^l2 ^oPlus ^r^lCars ^r^f| ^7^oNo Guests,Freeroam,3.9.0
2.7.0,False,True,cYQ3N,199.127.61.187,US,/levels/sportsland_yamanashi_JU/info.json,24,/vipIbishu;/BSR_LIVER;/proj;/Display;/nihilist_etk800_pro;/BSRsimpleMOTDv4;/Sportsland Yamanashi2 JU;/ibishu_diadem;/DriftGearEverythingV2;/configpack_KLJP;/MoreVanillaTires_overkast;/BSR_Support_Mods;/GGTv12_TTW21_compatible;/coremod_KLJP;/claria;/Vitamin_A_Tire_Contact_Monitor;/iyb_fpvdrone;/EnvSync;/javi_bx_engine_remake;/B-Tyrewear;/simhubextras;/wheelsv2;/enhanced_chase_camera;/BadmansFFBFIX;/nihilist_etki_pro;/nihilist_diadem_pro;/RaceOptionsC;/PowerGraph;/lgn_pack;/nihilist_sunburst2_pro;/LuuksDraftingMod;/simple_suite_zeit;/BSRsimpleMOTD;/RaceTab_DutyCycle;/tachosAndFIs;/bx_suspension_modular;,36,2349813648,False,ramrod1992#0,False,False,0,,31002,"^lhttps://discord.gg/beamspeedracing ^6Check our discord for more details. ^pWe are a group of simracers who love BeamNG, whose goal is to bring weekly organized events spanning all different types of motorsports disciplines.   ^p^fFrom Road Racing, to Oval Racing, to Rally Racing, join our discord to hangout!   ^p^cAll are welcome to test, tune, and race.",^f^l|| ^6^ldiscord.gg/BeamSpeedRacing Motorsports Roleplay ^f|| ^lGrassroots Drift @ Sportsland Yamanashi ^f||  ^l^o^nBSR Official Event Coming Soon! ^r^f^l||,Freeroam,3.9.0
2.7.0,False,False,cNZSV,199.127.61.187,US,/levels/jennerstown/info.json,25,/tyre-thermals-and-wear;/aurorautilities_v0.32.7;/tracks;/auroraracingskinpack_v1.24;/Drafting;/testing;/CEI.AR;/auroraracingessentials_v2.4;/nc_jennerstown;,9,197670507,False,dachad01#0,False,False,0,,30954,"^fWelcome to Aurora Racing!^r ^n^1discord.gg/auroraracing^r ^7Aurora Racing is a BeamNG community that hosts weekly racing events, ranging from ^fStock-car^7,^f Sports-car^7,^f Speedway^7,^f Formula^7,^f Figure-8, Off-road^7,^f and more!^7 For more info join the discord.  ^n^1discord.gg/auroraracing^r",^f Aurora Racing ^0/ ^f Server #6 ^0/ ^f Enduro,Freeroam,3.9.0
